linearVelRFoot,linearVelLFoot
0,0
7.81682328113761e-06,2.8233625837202e-06
8.62928082604635e-06,1.59115470564834e-05
1.69876756616541e-05,5.05597492452918e-05
4.11214768858314e-05,0.000103785998892776
7.08655585082753e-05,0.0001698487775545
0.000100404004476078,0.00024437757800868
0.000128920131128843,0.000323971209636581
0.000157456162116438,0.000406706023722869
0.000182468775377681,0.000492184642792319
0.000201511470281129,0.000579895477684573
0.000216514816635683,0.000665886010665499
0.000228683872072533,0.000742153961299812
0.000239301645460551,0.000802817904200549
0.000252903822958255,0.00084800319270159
0.000271958561289626,0.000880174948300071
0.000291940189016958,0.000901381613398596
0.000309466524318276,0.000915212112994874
0.000327898244515896,0.000928085045039189
0.000349712612345259,0.000942364981481952
0.000371802527032741,0.000952992569794101
0.000391578761690662,0.000957644467872767
0.000411128276771977,0.000960890198463605
0.000431718517309239,0.000966690274879479
0.000448860037768082,0.000976360390595652
0.000456610240587362,0.000988481871096372
0.000453871130256983,0.000996796348464394
0.000446444330023273,0.000993402742164427
0.000442037513577095,0.000971847619597859
0.000442724503025958,0.000929219740542183
0.00044803608532576,0.000867892454486454
0.000459052737316204,0.000794959621478423
0.00047558866977101,0.000720873344032312
0.00049491113118202,0.000656165487018772
0.000516640359827966,0.000609127492021871
0.00054207462747333,0.000584803528887991
0.000567933125443126,0.000586310847366396
0.00059047712074627,0.00061454149817871
0.000609220133329978,0.000666012037707593
0.000621799635573727,0.000734033479428316
0.000625178930437989,0.000810408368019253
0.000620119399196398,0.000888380205747156
0.000607483735983505,0.000964828720988363
0.00058443796536578,0.0010359901245422
0.000549066806128945,0.00109403183615836
0.000505264778987734,0.00113162690321202
0.000458857940728894,0.00114560859233921
0.000413016701971219,0.00113730701389617
0.000371915347809218,0.00111219678486717
0.000341384743050952,0.00107348126230113
0.000326410306639936,0.00101798963999074
0.000328507438040689,0.000945621965802935
0.000341322380004047,0.000865845484520206
0.000358672964647357,0.000788880608610729
0.000379389249373374,0.000719755762179735
0.000403104895112971,0.00066181173901066
0.000425510026126977,0.000617951407556411
0.000441035576039966,0.000584986510606734
0.000445321105005551,0.00055271983061265
0.000436270095760472,0.000515074210513386
0.000416885303602741,0.000474275718382475
0.000390276598697755,0.000433449097052113
0.000358299149720965,0.00039321576948609
0.000325023695668182,0.000356045105325506
0.000295111025845172,0.000329118341342365
0.000272593414300418,0.00031691686707402
0.000260414420938419,0.000316769386601636
0.000263463815977887,0.00032405541878901
0.000282467866696941,0.000337616589343726
0.000307476916505704,0.000358786016720916
0.00033026096932648,0.000386988661313738
0.000350329299308991,0.000418710325059431
0.00036753455713982,0.000448347958609837
0.000381691549973617,0.000470899978292949
0.000394291632028351,0.000484342216725159
0.000406192585211538,0.000491939366743184
0.000420826273423259,0.000502153556779171
0.000440331220714905,0.000520859967844075
0.00046215242636244,0.000548554950011065
0.000479857237514598,0.000583204978574448
0.000484399720089861,0.000621319874674878
0.000472213961004063,0.000657811320915918
0.000448194847835473,0.000686535245677742
0.000421382470142433,0.000702372365799718
0.000400587247494686,0.000702590479478899
0.000388316671082416,0.000687266096240547
0.000381931453222206,0.000658865439578511
0.000377015306817342,0.000621245365926232
0.000368567462675337,0.000579179289192472
0.0003530817813765,0.000537493635711414
0.000331829002288702,0.000501189421911386
0.000310181199531003,0.000474317315241979
0.000287547701921244,0.000458948574694687
0.000261148895025195,0.000459836552714784
0.000235634082796291,0.000486690625158109
0.00021822387766333,0.00054221809175668
0.000210510145889676,0.000614929810841428
0.00020833431945774,0.000691025011564968
0.000209579381957713,0.000762074288877235
0.000211139231984758,0.000823672460542365
0.000206030490453038,0.000874375036477997
0.000193868399062945,0.000914659303630022
0.000181176481376226,0.000946114198398181
0.000173348476506121,0.000968047147501262
0.000171360951613946,0.000975513745839309
0.000174482784428849,0.000964485888601781
0.00018099745599517,0.000935134928358432
0.000187661727036013,0.000890308694465547
0.000194363548675338,0.000834554522073243
0.000202320184315257,0.000773686618488087
0.000212430929077694,0.000714484071055418
0.000226380086789157,0.000662328711028221
0.00024123855567052,0.000619324402571895
0.000255315077317245,0.000583561439802619
0.000273029366756148,0.000548976219526445
0.000293301652404591,0.000512748626750962
0.000311714611704542,0.000479107484502239
0.000330179814204007,0.000450973420096763
0.000350127813056447,0.000426238979428863
0.000368022431208802,0.000401157814451062
0.000383068269279423,0.000372188616263453
0.000397183117351517,0.000337997764562765
0.000411794074033826,0.000301071547277913
0.000428932603416609,0.000269905854689276
0.000449508811584256,0.000259413214550587
0.000469973518663893,0.000277119855970737
0.000484125336503947,0.000311969683904899
0.000488377733037032,0.000350242004906735
0.000485557647387252,0.000389917079600763
0.000481200415145476,0.000432002818127521
0.000476197489691762,0.000474120569530199
0.000467850462003562,0.000513374206777512
0.000455704884488562,0.000547948504384276
