PressRT,PressRH,PressLT,PressLH
2.4868261546521,2.68233135548953,3.75369985607864,7.42919763182231
11.7744398769802,12.7001033893214,17.5068523638123,35.065730556497
28.4678036366396,30.7136587217674,41.5315024786562,84.4643920984046
50.3196587083466,54.3041982562401,71.91411633555,148.682768459046
75.4706887978101,81.4366330037271,105.653523965151,221.962812454875
102.416905034551,110.43345772751,140.447468762312,299.6338260547
129.950087099516,139.951372673264,174.593262666712,378.074513048932
157.07162801714,168.937281018339,206.885112164404,454.557242485106
182.943442441652,196.593325046287,236.512105844337,527.069518006464
206.947003534617,222.349939742162,262.991180576599,594.209593637826
228.729517838049,245.822430066901,286.097697587377,655.09523021641
248.152781090412,266.795386600294,305.804179545219,709.214989945882
265.192547459217,285.205452425593,322.188114350563,756.326188691964
279.850060786404,301.084265080373,335.358048830138,796.462162425482
292.138231056336,314.527418624735,345.458566134233,829.913558811048
302.133242216662,325.684328183498,352.7042520418,857.088654396116
310.012104847532,334.733142134849,357.36442259374,878.449598374603
316.000065732799,341.868446089212,359.694971894808,894.64175449255
320.313173959755,347.306970301657,359.925687969506,906.485383993538
323.169315340246,351.283448676533,358.439038236684,914.799579392016
324.796607395815,354.031243152487,355.894524216707,920.322174596526
325.439509915339,355.759724561687,353.010284087464,923.697858620429
325.362994482797,356.653337096518,350.2297402285,925.471984255695
324.823815904903,356.879481618966,347.584325290621,926.088932795824
324.056583170713,356.57944704113,344.843643289663,925.8705592512
323.295063286461,355.862280506363,341.802908581799,924.995693757833
322.757245659477,354.824561081008,338.345920742569,923.559295330532
322.595293813917,353.550296128556,334.263746687561,921.651668418904
322.882727787162,352.087774560797,329.259494479361,919.325446414423
323.638346626685,350.464234410425,323.118945889998,916.540198348819
324.861905314731,348.705576985537,315.869956799828,913.216750886409
326.522938202167,346.851509855956,307.865705843589,909.334752678528
328.529682387423,344.982355025431,299.674062687623,904.935187430034
330.777572121004,343.207032883078,291.931386229606,900.096919689231
333.178966115145,341.621682417435,285.165828990046,894.948824655953
335.630647991763,340.286184048168,279.602810231075,889.630594071629
338.028519653011,339.215130366423,275.22098203045,884.246734505872
340.317985121206,338.40360713543,271.959222907208,878.887171818033
342.515356009221,337.878832729088,269.798238374953,873.651310615541
344.651648331356,337.69178789979,268.720096416678,868.627066414524
346.705609899469,337.816218321949,268.630267524005,863.890803940826
348.647896355584,338.104966683305,269.308123093927,859.523291602588
350.49080385036,338.416708885317,270.451163438908,855.58268393054
352.26250038904,338.72849275753,271.758378978421,852.068892913762
353.986790387541,339.132218394857,272.954957809963,848.945039331062
355.691211309644,339.742327109911,273.841673218524,846.178496096185
357.397478555623,340.569643996863,274.322530259244,843.748734096746
359.098707886783,341.514003992506,274.321051342106,841.63731330789
360.758502688874,342.455917751233,273.62169742173,839.812330362853
362.318998189543,343.343033206065,271.893509284614,838.232566849958
363.731155547952,344.215164545001,269.063736731639,836.850958317854
364.969871036874,345.165840078741,265.486481092859,835.601794009346
366.029160649586,346.287706806986,261.636233002201,834.407135461042
366.933513812251,347.622917315943,257.830253392163,833.182115685883
367.729996752151,349.157986153738,254.255440020116,831.839215111917
368.458036780393,350.860691224314,251.032086313555,830.322900786833
369.126515804674,352.70110638854,248.194422632992,828.62733946116
369.720639918587,354.652000339977,245.725324123439,826.777130446737
370.207942151535,356.68123764171,243.600144007689,824.803774695236
370.527793026891,358.808672939951,241.789244638168,822.735254275984
370.607707151019,361.148106014145,240.236631793828,820.603800676823
370.407485863194,363.787896987728,238.844412866097,818.44389224047
369.944200632914,366.72377318921,237.579505463643,816.282829696021
369.270438009662,369.935379723684,236.545529382452,814.157202099701
368.440883753492,373.414139949094,235.955398090944,812.11738909954
367.510121017536,377.121666687151,236.122545245701,810.207117694535
366.538767158926,380.982298058848,237.404138541272,808.4636510937
365.597985821551,384.902006492946,240.070190818805,806.925955784103
364.749152700506,388.775637437401,244.120002299243,805.625263862863
364.005124934517,392.500622529345,249.2829657749,804.570265451299
363.3490121539,395.979582867633,255.215311313285,803.75993174227
362.780766586151,399.122160806115,261.61400154969,803.201461763291
362.328883909815,401.869664112775,268.287061668432,802.876851093835
362.027192490749,404.197312621738,275.219618919856,802.725891874958
361.88908676496,406.091437761783,282.493826097739,802.681392111339
361.919709862234,407.539489872793,290.115004442203,802.688552150682
362.109903267912,408.537989159785,297.998174431154,802.703779135975
362.416379175146,409.113972879325,306.046585248969,802.69342831021
362.802341424739,409.324829011051,314.118394597339,802.64034787068
363.260578141025,409.202477996862,322.002555709524,802.540556249201
363.775483966144,408.750513270624,329.472893289766,802.392464702904
364.294231395919,408.005458641692,336.329999272817,802.196367106106
364.752773420745,407.043560725337,342.416847534961,801.961810445711
365.127393507764,405.953468594731,347.637249331383,801.712951224289
365.441650824469,404.807098046788,351.968087239162,801.476561086308
365.738940670459,403.645657076314,355.450760290555,801.264937036806
366.05303488828,402.469901862566,358.166972344136,801.078903750928
366.393636861447,401.241758365119,360.234565464839,800.941753058997
366.767350261139,399.941520574825,361.803197832399,800.885437984638
367.186017998127,398.603269976273,363.026577132038,800.916265733419
367.665125819192,397.277762908001,364.017603852448,801.036341766417
368.222465500497,396.003480432137,364.784006406873,801.244487120116
368.853578086273,394.800476740374,365.276169577436,801.521403402978
369.529279685023,393.681883816245,365.464666215865,801.850156707805
370.218000253759,392.670760822833,365.320813458089,802.223974252757
370.879509270875,391.773589274378,364.801755374431,802.636258395305
371.444740051076,390.976129141482,363.862940150585,803.08075203054
371.816877472685,390.264353411577,362.506831779448,803.543834427031
371.912160218294,389.609196604952,360.810932637003,804.006670334639
371.69072722658,388.970982869185,358.837418784886,804.454839537804
371.131951793261,388.326610454104,356.540938811426,804.87775484294
370.23058607899,387.682036539294,353.842114428714,805.275916560853
369.00896712932,387.080931706891,350.778749300534,805.650482245729
367.509863472357,386.578848786106,347.539788373386,805.987436279198
365.782536243523,386.199603706955,344.345839378517,806.269398920791
363.879679028997,385.918496118967,341.372301491615,806.476957143053
361.862786603701,385.682254736113,338.793558244392,806.597567870957
359.782531487437,385.448669949424,336.777760316582,806.639983232283
357.656250578458,385.200966235334,335.404822008646,806.613353430815
355.490843572327,384.95801591599,334.66892777019,806.519027165166
353.316280202367,384.773227664755,334.553515790657,806.367975357142
351.179264524915,384.685693520085,335.042130828522,806.170376227434
349.122217840381,384.691035219965,336.111093800453,805.935482399232
347.175133648256,384.759533128987,337.724112606009,805.687188468246
345.373187864938,384.842985607375,339.805087905355,805.452037226917
343.754425840445,384.888361673443,342.234167785118,805.249949515191
342.342260423619,384.871870723095,344.869554847407,805.095150573247
341.148163497413,384.800684872406,347.60399809713,804.99705779689
340.166281028014,384.682008911631,350.391345044285,804.961111157425
339.362029917979,384.499386663724,353.202407913236,804.997353933937
338.672081997516,384.210932049381,355.998446405343,805.119041407532
338.020891347554,383.780050371822,358.703333922934,805.333654429808
337.341556727705,383.206625712912,361.206866811783,805.651836802014
336.599352129083,382.510668557731,363.423106677612,806.086322218749
335.785284240978,381.726980404453,365.310851324025,806.635406510085
334.886891863482,380.916244561161,366.887916240591,807.278559106383
333.889447167374,380.125790916664,368.224587778595,807.973650296819
332.784766977205,379.352138993987,369.397865868067,808.655502930229
331.577757550086,378.545175904755,370.479664254752,809.25114436757
330.2910184711,377.636276014553,371.54357131988,809.707373843599
328.959995597522,376.576060302386,372.646515904655,809.995620351156
327.628866340013,375.362718229183,373.823064543089,810.099252957202
326.339294422564,374.030933662193,375.089572824328,810.019127341743
325.11407437656,372.595339236375,376.432294601032,809.77728748746
323.960833775384,371.054750489396,377.799215171878,809.419138410657
322.898804229735,369.435005049128,379.118453141753,809.006559526903
321.955504538703,367.774011212373,380.359899063055,808.588653486642
321.148300315392,366.094277060848,381.526382924281,808.195379674093
320.486236554588,364.397989730293,382.591136558785,807.848916658747
319.971701667559,362.679522170305,383.521197164299,807.564789090545
319.601910367166,360.943078047199,384.311168742797,807.368579465227
319.362381197207,359.200259927005,384.930019193376,807.292774413053
319.230126350769,357.428874003691,385.288948660878,807.350672343971
319.184181385911,355.558071843755,385.335886622764,807.532637171147
319.197967348769,353.521052486009,385.087627317168,807.811766256633
319.241435944082,351.295305989599,384.558449049496,808.156592415295
319.29846168992,348.900773965319,383.775896682871,808.548776724521
319.36408848977,346.397112610604,382.823736973155,808.988430462246
319.434250892857,343.872533662909,381.826182723342,809.481974192911
319.513513067644,341.426543047255,380.965824027804,810.04046059547
319.612906756902,339.172005690786,380.393874929061,810.670324634144
319.732432409858,337.212848679546,380.099841569152,811.350802158047
319.86364041801,335.595980480368,379.855846531133,812.048764042536
319.999692891679,334.29188475338,379.17296064773,812.738286234102
320.135200423322,333.18996592387,377.674749404211,813.41541515332
320.242591113325,332.136621125716,375.4268142706,814.100970628225
320.254702974586,331.01267011342,372.627981721655,814.802816986812
320.0996092586,329.760309485499,369.275742102319,815.510828347777
319.72744393082,328.36273883859,365.229079873251,816.20923516476
319.114619668306,326.811631243044,360.526821646104,816.870617883217
318.258416645756,325.113231187337,355.586766227631,817.475131087983
317.164364549177,323.308210253716,350.963174788671,818.017172193788
315.867599895607,321.454518956537,346.953412667606,818.48658355454
314.448299754701,319.60589042983,343.562737175809,818.862215849079
312.995173927167,317.795506033246,340.721068447333,819.130802045019
311.569412593509,316.055406807123,338.185506877127,819.285527999017
310.209211643733,314.431398445345,335.361583868017,819.316915467375
308.949598806382,312.954936992946,331.716930447907,819.237202599386
307.822079280913,311.629862181892,327.150949089457,819.074879625232
306.838834061322,310.438739356031,321.763985279899,818.862174570189
306.004680849074,309.364023324105,315.635124714968,818.648810931872
305.342106937339,308.40427346848,308.793413251265,818.511998878874
304.894251429961,307.56261023691,301.252117943846,818.547588352876
304.703083010944,306.837730065112,293.152767921706,818.84706880278
304.777080167482,306.217161134913,284.76981580037,819.480087229077
305.098802460807,305.680266800799,276.330185612668,820.466099724327
305.654961559314,305.216442053123,267.907812898305,821.785507211546
306.428045134928,304.815277707024,259.519691900444,823.436328419712
307.374392426492,304.459019980652,251.263791187701,825.453600033376
308.431678545443,304.148305059553,243.343962906347,827.883978342689
309.54087174887,303.897836065274,235.968408184999,830.742459844653
310.655129635239,303.732631559317,229.287405340668,833.980219282654
311.738412188277,303.716110028995,223.52728593206,837.493250602149
312.764081451822,303.923480359143,218.87953667518,841.161992913171
313.705714559221,304.405349528289,215.20579513742,844.874350599336
314.537879933063,305.191896263939,212.142820977151,848.519632729227
315.25234126701,306.288886894722,209.377623967079,851.983866665797
315.854291584387,307.667566898959,206.747159098387,855.161951330785
316.343408005527,309.265817813101,204.270902237211,857.958868967705
316.715152532609,311.005727499152,202.060610975205,860.298118153634
316.985360935929,312.799722916749,200.138831283789,862.151054959688
317.192800278609,314.555570068119,198.396505523383,863.542231035319
317.37695006338,316.211630619684,196.650638857494,864.528357990065
317.576600574723,317.755091441061,194.74552637983,865.16554756474
317.836620967043,319.179659803059,192.629440110148,865.492056358739
318.189492888681,320.452953656507,190.347557590235,865.562547949148
318.641552607505,321.531439506398,187.970952192121,865.466004468177
319.186730861663,322.356583332516,185.572670014452,865.267991604464
319.817465731238,322.852371398148,183.232803542766,864.990626322894
320.533108661569,322.963058993431,180.971775817611,864.653332574222
321.361787692842,322.689272397945,178.755843633061,864.272863845266
322.360614266381,322.08261905877,176.542108428537,863.839943342724
323.599294598654,321.224323801895,174.31328131617,863.333465300751
325.147181910541,320.207937572872,172.126972853463,862.747383712467
327.03208855934,319.110066230681,170.14328620951,862.079557361864
329.22567570886,317.976298875052,168.580185994005,861.323082899498
331.673119216487,316.842679914478,167.591478243279,860.491085716898
334.308842172898,315.736814961871,167.253551298056,859.611622780214
337.053262070749,314.632060682282,167.6436632066,858.707670679008
339.795096805115,313.468872322323,168.829501314821,857.797595673994
342.425723791023,312.219106490573,170.822383182741,856.880017555574
344.912337330482,310.895194210927,173.558811887471,855.938473361647
347.281234150928,309.532437716436,176.912148146919,854.968922241394
349.540599580021,308.198194870175,180.719166805199,853.984785372439
351.661028825676,307.005731973511,184.801543712338,852.996799719794
353.616523454457,306.053017182218,189.006247749155,852.005490054654
355.407968202867,305.360673981861,193.227869989864,851.019182541129
357.025531985609,304.905074626357,197.392957494054,850.044098604421
358.443662643651,304.684175185869,201.439193070081,849.084652814483
359.680306320735,304.735989636209,205.299098500906,848.159378002859
360.801808193414,305.104566840439,208.895532756716,847.289221752246
361.925152500595,305.805919707863,212.162006481004,846.488505894807
363.296296469269,306.826264316982,215.057909827787,845.766028895235
365.260117947952,308.113782933684,217.55590692872,845.126083058983
368.077896615494,309.589144574178,219.647505166691,844.569374676897
371.852680066809,311.17788508709,221.346731843575,844.093841035596
376.578726077586,312.803777439393,222.67660567414,843.679722453506
382.19841915756,314.352527623933,223.67413301826,843.294321353885
