linearVelRFoot,linearVelLFoot
0,0
2.73287251003435e-05,6.93498502310021e-05
4.51467675895512e-05,0.000117398702422502
5.19287266115493e-05,0.000142594765482289
4.55963609010805e-05,0.000150539017919186
2.89636407249169e-05,0.000153201040538654
3.41605149860525e-05,0.000167650796757691
7.423943655238e-05,0.000202771840806971
0.000124243149995098,0.000259651593238032
0.000175236956022781,0.000336132578790424
0.000223714496469776,0.000423562271571125
0.000268602500601288,0.000508516840398551
0.000308451803243544,0.000582543418572689
0.000342085711126902,0.000644587628768823
0.000368775158663848,0.000695819897760579
0.000388458952002444,0.000737579951662179
0.000400462141867723,0.000769042241074257
0.000403382935382367,0.00078994571030547
0.00039772557963311,0.000805877344294301
0.000386524706641779,0.00082209366925983
0.000374731549212537,0.000836429501898079
0.000368223430204479,0.000845295182565208
0.000368446042326451,0.000847467735307792
0.000371154456560318,0.000842333327270269
0.000371419390394285,0.000831048342503206
0.000367354189971536,0.000816162717537769
0.000360801939933214,0.000801018883575103
0.000351003010582057,0.000788811650478969
0.000336237021097841,0.000779741906976427
0.000318378679927016,0.000773132301237043
0.000298548168935028,0.000770770255121719
0.000277658379518087,0.000774694997043824
0.000259704350463736,0.000783413398829783
0.000248522873909755,0.000792967658503545
0.000243594405313191,0.000800665533625203
0.000242667964027174,0.000806135820563641
0.000244652277252586,0.000809322922066929
0.000246630030776417,0.00080966437745809
0.000246009529432628,0.000808128857996437
0.000243360448980084,0.000805803173149997
0.000239031525700553,0.000799638267174611
0.000234586925036325,0.000784077328849602
0.000233363559579723,0.000756422556583959
0.000239322259249336,0.000718386893768634
0.000253369034614263,0.000674180775297714
0.000268792232785925,0.000627748749809147
0.000278558776129157,0.000578965550400924
0.000280563207095037,0.000528109873363721
0.000273867014996749,0.000478855814033308
0.000257107227556345,0.00043391135367803
0.000231893230457413,0.000393356750264231
0.000202563532097703,0.000356873970822205
0.000175267278599073,0.000326273740513092
0.00015994440229843,0.000303209175800179
0.000161952916879767,0.000291385662563837
0.0001766956808658,0.000294028402319344
0.000198958500209199,0.000305557388438008
0.000228144057627204,0.000315610034677976
0.000260475730913659,0.000320162110159127
0.000289496940352676,0.000318650779101905
0.000313466809190496,0.000307183856073373
0.000334058339550315,0.00028797436922289
0.000354251223598716,0.000269688082533929
0.000377005934967696,0.000256395535249354
0.000403983277108822,0.0002443784486787
0.000437759520400481,0.000228200659240117
0.000478121750325423,0.000207399555232076
0.00052167485640382,0.000184660590292472
0.000568511255947954,0.000162854052295701
0.000616128403461841,0.00014981701819046
0.000660668015059741,0.000151911835362217
0.000701858987932395,0.000162542926478478
0.000734804698799011,0.000172276459025056
0.000757558898881164,0.000178120864201087
0.000776211764746013,0.000180749371762714
0.000792056780870308,0.000183620736023674
0.000801851677117051,0.000191411958080201
0.000806725968448941,0.000204397482373577
0.000813684379208164,0.000221094269579635
0.000828399552390221,0.000240494809853785
0.000850122114986743,0.000258497292474847
0.000875606617274592,0.000274907568635517
0.000898214034418782,0.000295228428748571
0.000909371323390471,0.000320596132819037
0.000903938153160041,0.000347153848438335
0.000881958497583411,0.000373340842575496
0.000846483613737635,0.000401188354785402
0.000800759262991756,0.000430776865405155
0.000750760836529742,0.000460501965803242
0.000703466664643731,0.000488891200926987
0.000664463795377401,0.00051338290244587
0.000636801279796925,0.000534381368358861
0.000617298565817758,0.000556182421173786
0.000601141204088693,0.00058232224789047
0.000587035705439322,0.000611019811185701
0.000577823243910565,0.000639755614047453
0.000573450416543294,0.000669699553118446
0.00056736067223397,0.000700361603058342
0.000558288439817289,0.000732125457267909
0.000552842182067746,0.00076687298649539
0.000557169615797704,0.000804115059875868
0.000573148020843602,0.000839785561932193
0.000600843024618235,0.000866740120290682
0.00063811276474469,0.000881459545515311
0.000675285252067265,0.000884408554050349
0.000702900878628959,0.000880829119488226
0.000719101526682808,0.000878476652901064
0.000724317075696618,0.000877177047080723
0.000717627797203174,0.000872913602160048
0.000698410634073233,0.000864998194343895
