linearVelRFoot,linearVelLFoot
0,0
0.000257812973122234,1.52633942622762e-05
0.000487207859956306,2.21148487504061e-05
0.000680025762023985,2.66413865904784e-05
0.000827785300342206,5.119606348755e-05
0.000925902818616507,9.51891063023717e-05
0.00098163871899955,0.000154666937877724
0.00100914198980198,0.000228684340199686
0.00102125599254066,0.000313999399955956
0.00102536222344948,0.000403788627574938
0.00102287857937398,0.000489061456348035
0.00101423563220672,0.000565594331547306
0.00100045883379258,0.000631643374857009
0.000980138422291433,0.000682867686760759
0.000952899288947668,0.00071876380886521
0.000923324202193784,0.00074291717645793
0.000892652668534359,0.00075712665765048
0.000853371531957473,0.000764236935475428
0.000801390308821976,0.000766441639442914
0.000744175466755648,0.000762302294744766
0.000690236621385806,0.000751464090238447
0.000642939969972489,0.00073656095307393
0.000602934349279423,0.000716617425242383
0.000569337008887246,0.000687618504250105
0.000541998838347698,0.000650868846499264
0.000520001922747276,0.00061292244399231
0.000500921782131736,0.000581184207217227
0.000484883832977449,0.0005602917911437
0.000471235340062871,0.000553606982374108
0.000458108265954603,0.000562601849204619
0.000447414691757395,0.000580931006977021
0.000442449330670804,0.000598030738966598
0.000444587224143086,0.000604943803384584
0.000451641615221483,0.000593168654611877
0.0004582424401297,0.000560326558773135
0.000462202460947387,0.000512063312141173
0.00046505043204244,0.000454934857699209
0.000464619292093423,0.000395718595598131
0.000457208053349307,0.000336626684561491
0.000442876690891894,0.00027408102827128
0.000426162769373998,0.000204701022821395
0.000416306348423091,0.000130589655025223
0.000419880726083314,7.61236133580536e-05
0.000435424022747853,0.000102382753430164
0.000457296549214711,0.000176492015646811
0.000478558731072222,0.000256763468389384
0.000493698083659824,0.000326316572709053
0.000501349880064611,0.000372097337390061
0.000503781678026841,0.000394839114012922
0.000502984832636203,0.000400675385453488
0.000498743317130022,0.000394250973714297
0.000489045122096366,0.000382861688390639
0.000472154546505396,0.000370996332743405
0.000449510989085792,0.000360730132568649
0.000424033503738507,0.000352139889918633
0.000398222995730344,0.000340024287872692
0.000373436151057821,0.000323517349957948
0.000349824162198835,0.000305916156680534
0.000329894001267902,0.00028589320601197
0.00031907486057548,0.000263095740884539
0.000320433574694738,0.000242029038432906
0.000332865681626216,0.000227798551247204
0.000354546774089009,0.000222083416337268
0.000384771502980036,0.000223725391325432
0.00042574926046842,0.00023065075309289
0.000480186025856686,0.000239240233209096
0.000545108078502651,0.00024412888731088
0.000613400091010552,0.000243490482548107
0.000679435377994935,0.000242015103960162
0.000737401007757899,0.0002430298415079
0.000773822828328839,0.000243882677705931
0.000775889444456947,0.000241770994207908
0.000753747240843148,0.000237017862617679
0.000727519224480383,0.000230359728093411
0.000708931121211609,0.000226318719897185
0.000702936140906582,0.000231439001789768
0.000707736468382066,0.000246489787202402
0.000721564027158493,0.00027005102737815
0.000741372945001845,0.000303722761642198
0.000759710534067561,0.000349156233272457
0.000771702177426156,0.000401736040766637
0.000774171866208911,0.000452550568294585
0.000769124509490982,0.000495585320747613
0.000763196345066751,0.00052999016614189
0.000755663343132218,0.000560712374929641
